customer_id,recency,frequency,monetary,avg_order_value,tenure_days,R_score,F_score,M_score,RFM_score,RFM_sum,RFM_segment
16841,64,6,2136.24,20.740194174757285,268,3,5,4,354,12,Loyal Customers
16843,58,19,9374.86,43.00394495412844,306,3,5,5,355,13,Champions
16844,198,2,614.34,19.198125,20,1,3,3,133,7,Potential Loyalists
16845,254,1,253.88,12.694,1,1,2,2,122,5,Lost Customers
16846,213,2,628.09,17.446944444444444,62,1,3,3,133,7,Potential Loyalists
16847,254,1,421.45,16.858,1,1,2,2,122,5,Lost Customers
16848,12,3,1130.2,15.918309859154933,56,5,4,4,544,13,Champions
16854,53,2,1408.96,18.786133333333336,223,3,3,4,334,10,Loyal Customers
16856,53,2,323.09000000000003,19.00529411764706,24,3,3,2,332,8,Potential Loyalists
16857,78,1,352.8,32.07272727272727,1,2,2,2,222,6,Lost Customers
16858,4,10,4292.59,34.068174603174604,355,5,5,5,555,15,Champions
16859,52,5,1184.6,20.42413793103448,228,3,4,4,344,11,Loyal Customers
16860,88,3,1610.62,37.45627906976744,209,2,4,4,244,10,Loyal Customers
16861,26,3,772.83,17.97279069767442,118,4,4,3,443,11,Loyal Customers
16862,183,4,662.33,18.923714285714286,154,1,4,3,143,8,At Risk
16863,2,2,495.72,16.524,42,5,3,2,532,10,Loyal Customers
16864,70,2,409.25,24.073529411764707,164,3,3,2,332,8,Potential Loyalists
16865,37,1,130.95,8.184375,1,3,2,1,321,6,Lost Customers
16867,325,1,76.74000000000001,12.79,1,1,2,1,121,4,Lost Customers
16868,30,3,384.56,7.6912,199,4,4,2,442,10,Loyal Customers
16870,105,1,450.16,16.077142857142857,1,2,2,2,222,6,Lost Customers
16872,63,3,533.11,48.46454545454546,35,3,4,3,343,10,Loyal Customers
16873,65,6,7493.77,32.16210300429185,239,3,5,5,355,13,Champions
16874,15,1,209.89,6.770645161290323,1,4,2,1,421,7,New Customers
16875,73,6,2139.0,18.1271186440678,266,2,5,4,254,11,Loyal Customers
16876,39,1,136.01,4.2503125,1,3,2,1,321,6,Lost Customers
16880,129,1,321.78000000000003,35.75333333333334,1,2,2,2,222,6,Lost Customers
16883,7,18,2101.61,8.508542510121458,363,5,5,4,554,14,Champions
16884,192,2,641.13,13.356875,14,1,3,3,133,7,Potential Loyalists
16885,21,1,234.19,5.85475,1,4,2,1,421,7,New Customers
16886,92,1,134.0,16.75,1,2,2,1,221,5,Lost Customers
16887,36,2,465.84,7.166769230769232,337,3,3,2,332,8,Potential Loyalists
16888,36,3,434.2,8.35,300,3,4,2,342,9,Potential Loyalists
16889,33,3,947.98,11.560731707317071,168,4,4,3,443,11,Loyal Customers
16890,112,3,285.41,15.021578947368422,105,2,4,2,242,8,At Risk
16891,7,7,1202.77,4.077186440677966,363,5,5,4,554,14,Champions
16892,190,2,236.56,5.914,177,1,3,1,131,5,Lost Customers
16893,2,2,249.89,2.8722988505747127,9,5,3,1,531,9,Potential Loyalists
16894,138,3,1306.96,6.989090909090909,33,2,4,4,244,10,Loyal Customers
16895,74,4,900.63,8.917128712871287,227,2,4,3,243,9,At Risk
16896,191,1,103.95,5.775,1,1,2,1,121,4,Lost Customers
16898,4,3,496.26,4.034634146341463,208,5,4,2,542,11,Loyal Customers
16899,14,2,424.71,8.494200000000001,18,5,3,2,532,10,Loyal Customers
16901,365,1,204.26,8.880869565217392,1,1,2,1,121,4,Lost Customers
16903,16,2,678.55,5.38531746031746,35,4,3,3,433,10,Loyal Customers
16904,3,7,1360.31,5.1722813688212925,43,5,5,4,554,14,Champions
16905,7,11,1923.57,14.683740458015269,357,5,5,4,554,14,Champions
16906,64,3,851.33,6.703385826771654,147,3,4,3,343,10,Loyal Customers
16907,1,5,722.0500000000001,7.078921568627452,160,5,4,3,543,12,Loyal Customers
16908,358,1,252.59,12.6295,1,1,2,2,122,5,Lost Customers
16911,271,2,255.25,7.292857142857143,25,1,3,2,132,6,Lost Customers
16912,57,4,1904.93,26.457361111111112,309,3,4,4,344,11,Loyal Customers
16913,287,2,310.47,31.047000000000004,1,1,3,2,132,6,Lost Customers
16915,22,5,921.5,54.20588235294117,182,4,4,3,443,11,Loyal Customers
16916,8,3,536.04,4.54271186440678,43,5,4,3,543,12,Loyal Customers
16917,268,1,1460.36,35.61853658536586,1,1,2,4,124,7,Potential Loyalists
16918,58,10,2137.72,6.557423312883435,314,3,5,4,354,12,Loyal Customers
16919,4,14,2515.76,8.115354838709678,108,5,5,5,555,15,Champions
16920,47,1,355.45,15.454347826086956,1,3,2,2,322,7,Potential Loyalists
16921,78,2,255.03,7.728181818181818,157,2,3,2,232,7,Potential Loyalists
16922,208,1,611.08,5.008852459016394,1,1,2,3,123,6,Lost Customers
16923,11,13,6088.05,13.321772428884026,302,5,5,5,555,15,Champions
16925,176,1,125.65,6.980555555555556,1,1,2,1,121,4,Lost Customers
16926,7,5,1169.61,12.183437500000002,155,5,4,4,544,13,Champions
16928,9,13,1199.08,9.909752066115702,301,5,5,4,554,14,Champions
16931,5,3,629.4,6.110679611650485,27,5,4,3,543,12,Loyal Customers
16932,59,2,262.32,3.086117647058824,147,3,3,2,332,8,Potential Loyalists
16933,25,7,2536.07,10.65575630252101,340,4,5,5,455,14,Champions
16934,19,4,1152.11,14.401375000000002,237,4,4,4,444,12,Loyal Customers
16935,17,3,530.86,7.693623188405797,39,4,4,3,443,11,Loyal Customers
16936,21,1,286.39,3.450481927710843,1,4,2,2,422,8,New Customers
16937,135,1,196.25,4.005102040816326,1,2,2,1,221,5,Lost Customers
16938,17,5,4283.68,7.272801358234296,278,4,4,5,445,13,Champions
16939,124,3,433.85,10.58170731707317,160,2,4,2,242,8,At Risk
16940,86,5,3377.78,10.425246913580247,280,2,4,5,245,11,Loyal Customers
16941,247,1,33.0,16.5,1,1,2,1,121,4,Lost Customers
16943,175,2,482.76,241.38,84,2,3,2,232,7,Potential Loyalists
16944,245,1,101.36,14.48,1,1,2,1,121,4,Lost Customers
16945,29,14,4202.66,18.67848888888889,337,4,5,5,455,14,Champions
16946,19,5,1222.04,16.293866666666666,264,4,4,4,444,12,Loyal Customers
16947,98,4,548.73,17.1478125,184,2,4,3,243,9,At Risk
16948,65,4,433.75,18.072916666666668,226,3,4,2,342,9,Potential Loyalists
16950,3,8,2535.21,24.144857142857145,317,5,5,5,555,15,Champions
16952,77,3,628.22,8.848169014084508,287,2,4,3,243,9,At Risk
16954,15,11,3996.8,26.294736842105262,311,4,5,5,455,14,Champions
16955,4,4,790.74,24.710625,308,5,4,3,543,12,Loyal Customers
16958,71,1,778.49,11.121285714285714,1,2,2,3,223,7,Potential Loyalists
16960,26,5,1483.83,4.263879310344827,256,4,4,4,444,12,Loyal Customers
16961,24,2,560.39,14.747105263157897,144,4,3,3,433,10,Loyal Customers
16962,45,1,251.04,16.736,1,3,2,2,322,7,Potential Loyalists
16964,369,2,207.85,34.641666666666666,1,1,3,1,131,5,Lost Customers
16970,262,1,71.4,35.7,1,1,2,1,121,4,Lost Customers
16972,18,2,749.0,9.134146341463415,73,4,3,3,433,10,Loyal Customers
16973,22,1,127.0,21.166666666666668,1,4,2,1,421,7,New Customers
16974,158,2,365.5,45.6875,41,2,3,2,232,7,Potential Loyalists
16975,59,3,926.12,20.58044444444445,82,3,4,3,343,10,Loyal Customers
16977,31,4,496.0,17.714285714285715,236,4,4,2,442,10,Loyal Customers
16978,302,2,424.55,15.1625,1,1,3,2,132,6,Lost Customers
16979,19,3,1007.74,25.1935,66,4,4,4,444,12,Loyal Customers
16980,64,1,394.37,15.7748,1,3,2,2,322,7,Potential Loyalists
16983,5,5,1748.15,18.02216494845361,76,5,4,4,544,13,Champions
16984,40,7,5891.01,8.766383928571429,238,3,5,5,355,13,Champions
16985,12,13,5459.04,44.38243902439024,352,5,5,5,555,15,Champions
16986,81,9,3015.55,17.634795321637426,228,2,5,5,255,12,Loyal Customers
16987,12,4,904.6,6.801503759398496,361,5,4,3,543,12,Loyal Customers
16988,15,1,256.55,19.734615384615385,1,4,2,2,422,8,New Customers
16990,58,1,165.0,165.0,1,3,2,1,321,6,Lost Customers
16991,57,1,1041.21,14.070405405405406,1,3,2,4,324,9,Potential Loyalists
16992,23,8,3862.19,20.115572916666668,279,4,5,5,455,14,Champions
16993,99,2,1950.95,69.67678571428571,112,2,3,4,234,9,Potential Loyalists
16996,18,3,666.6500000000001,17.543421052631583,35,4,4,3,443,11,Loyal Customers
16998,80,1,107.0,53.5,1,2,2,1,221,5,Lost Customers
17000,32,2,406.3,13.543333333333331,11,4,3,2,432,9,Potential Loyalists
17001,12,8,2651.23,25.011603773584905,247,5,5,5,555,15,Champions
17002,79,4,1077.82,30.79485714285714,197,2,4,4,244,10,Loyal Customers
17003,38,4,828.21,7.461351351351352,176,3,4,3,343,10,Loyal Customers
17004,28,2,1012.22,38.93153846153847,31,4,3,4,434,11,Loyal Customers
17005,106,2,622.36,34.57555555555555,118,2,3,3,233,8,Potential Loyalists
17006,28,4,853.49,10.041058823529411,252,4,4,3,443,11,Loyal Customers
17007,73,1,230.17,15.344666666666669,1,2,2,1,221,5,Lost Customers
17008,65,1,81.36,81.36,1,3,2,1,321,6,Lost Customers
17009,187,1,242.06,22.005454545454544,1,1,2,1,121,4,Lost Customers
17011,283,2,400.8,30.83076923076923,4,1,3,2,132,6,Lost Customers
17012,361,1,360.61,10.016944444444444,1,1,2,2,122,5,Lost Customers
17016,212,1,552.4,13.473170731707317,1,1,2,3,123,6,Lost Customers
17017,1,13,5416.35,31.49040697674419,371,5,5,5,555,15,Champions
17018,23,4,1367.6,65.12380952380951,347,4,4,4,444,12,Loyal Customers
17019,4,8,2703.03,5.825495689655173,369,5,5,5,555,15,Champions
17020,178,2,935.62,13.559710144927536,104,1,3,3,133,7,Potential Loyalists
17021,78,6,1182.22,24.629583333333333,146,2,5,4,254,11,Loyal Customers
17022,68,1,189.0,21.0,1,3,2,1,321,6,Lost Customers
17023,53,3,800.1800000000001,16.330204081632655,280,3,4,3,343,10,Loyal Customers
17025,9,4,1152.87,34.93545454545455,268,5,4,4,544,13,Champions
17026,5,2,54.15,13.5375,47,5,3,1,531,9,Potential Loyalists
17027,82,3,433.07,14.435666666666666,283,2,4,2,242,8,At Risk
17028,217,3,1593.83,16.777157894736842,140,1,4,4,144,9,At Risk
17029,18,5,1421.3,52.64074074074074,281,4,4,4,444,12,Loyal Customers
17031,14,4,2393.5,85.48214285714286,203,5,4,5,545,14,Champions
17032,183,8,2984.32,12.592067510548524,181,1,5,5,155,11,Loyal Customers
17033,33,1,302.65000000000003,25.22083333333333,1,4,2,2,422,8,New Customers
17034,45,2,530.9,18.960714285714285,104,3,3,3,333,9,Potential Loyalists
17035,227,2,180.06,36.012,145,1,3,1,131,5,Lost Customers
17036,19,1,176.9,14.741666666666667,1,4,2,1,421,7,New Customers
17038,51,1,630.77,15.384634146341464,1,3,2,3,323,8,Potential Loyalists
17039,240,1,1954.99,44.43159090909091,1,1,2,4,124,7,Potential Loyalists
17040,186,1,13.52,13.52,1,1,2,1,121,4,Lost Customers
17041,33,3,583.71,10.240526315789474,202,4,4,3,443,11,Loyal Customers
17043,11,4,858.47,8.85020618556701,354,5,4,3,543,12,Loyal Customers
17044,10,11,11013.82,77.01972027972027,357,5,5,5,555,15,Champions
17045,12,2,488.24,15.74967741935484,52,5,3,2,532,10,Loyal Customers
17046,80,4,1264.05,20.064285714285717,175,2,4,4,244,10,Loyal Customers
17047,67,3,1188.33,15.43285714285714,300,3,4,4,344,11,Loyal Customers
17048,73,4,1146.33,19.764310344827585,253,2,4,4,244,10,Loyal Customers
17049,11,10,4287.5,17.79045643153527,270,5,5,5,555,15,Champions
17050,11,5,1462.95,35.68170731707317,307,5,4,4,544,13,Champions
17051,82,3,465.6,4.120353982300885,182,2,4,2,242,8,At Risk
17055,81,1,232.85,8.955769230769231,1,2,2,1,221,5,Lost Customers
17056,374,1,128.60000000000002,16.075000000000003,1,1,2,1,121,4,Lost Customers
17057,232,1,294.74,5.8948,1,1,2,2,122,5,Lost Customers
17059,5,5,2506.54,7.736234567901234,312,5,4,5,545,14,Champions
17062,1,4,645.8100000000001,7.175666666666667,74,5,4,3,543,12,Loyal Customers
17063,43,6,2177.39,17.144803149606297,331,3,5,5,355,13,Champions
17065,273,2,194.7,16.224999999999998,1,1,3,1,131,5,Lost Customers
17066,362,1,228.34,12.685555555555556,1,1,2,1,121,4,Lost Customers
17067,360,3,454.54,34.964615384615385,6,1,4,2,142,7,At Risk
17068,4,27,4601.69,6.35592541436464,252,5,5,5,555,15,Champions
17069,9,6,3084.58,20.29328947368421,363,5,5,5,555,15,Champions
17070,46,1,133.18,3.248292682926829,1,3,2,1,321,6,Lost Customers
17071,17,4,1364.68,19.220845070422538,302,4,4,4,444,12,Loyal Customers
17072,261,1,273.35,13.016666666666667,1,1,2,2,122,5,Lost Customers
17074,198,1,203.05,50.7625,1,1,2,1,121,4,Lost Customers
17075,65,6,1402.51,11.495983606557376,296,3,5,4,354,12,Loyal Customers
17076,28,3,401.67,16.0668,342,4,4,2,442,10,Loyal Customers
17077,214,1,306.0,306.0,1,1,2,2,122,5,Lost Customers
17080,15,5,669.91,26.7964,147,4,4,3,443,11,Loyal Customers
17081,31,4,660.48,4.586666666666667,259,4,4,3,443,11,Loyal Customers
17082,30,4,2728.18,30.65370786516854,329,4,4,5,445,13,Champions
17083,45,6,2644.01,41.9684126984127,258,3,5,5,355,13,Champions
17084,32,1,2253.22,17.06984848484848,1,4,2,5,425,11,Loyal Customers
17085,12,23,6285.27,7.846779026217229,356,5,5,5,555,15,Champions
17087,373,1,221.53,18.460833333333333,1,1,2,1,121,4,Lost Customers
17089,22,1,128.45,32.1125,1,4,2,1,421,7,New Customers
17090,10,6,1105.53,38.12172413793103,133,5,5,4,554,14,Champions
17091,3,11,3961.44,14.510769230769233,355,5,5,5,555,15,Champions
17092,73,7,3737.38,13.94544776119403,237,2,5,5,255,12,Loyal Customers
17093,228,1,235.88,18.144615384615385,1,1,2,1,121,4,Lost Customers
17094,59,1,100.2,25.05,1,3,2,1,321,6,Lost Customers
17095,66,4,1248.09,19.81095238095238,293,3,4,4,344,11,Loyal Customers
17096,19,7,2675.8,17.04331210191083,171,4,5,5,455,14,Champions
17097,1,2,363.66,3.788125,65,5,3,2,532,10,Loyal Customers
17098,17,3,591.07,32.83722222222222,159,4,4,3,443,11,Loyal Customers
17099,169,1,582.17,14.55425,1,2,2,3,223,7,Potential Loyalists
17101,30,3,885.32,28.558709677419355,155,4,4,3,443,11,Loyal Customers
17103,358,1,424.3,13.259375,1,1,2,2,122,5,Lost Customers
17104,59,1,474.03,24.948947368421056,1,3,2,2,322,7,Potential Loyalists
17106,25,1,481.58,9.442745098039216,1,4,2,2,422,8,New Customers
17107,33,4,5255.24,20.68992125984252,279,4,4,5,445,13,Champions
17108,299,1,174.95,19.438888888888886,1,1,2,1,121,4,Lost Customers
17109,42,2,410.42,17.844347826086956,91,3,3,2,332,8,Potential Loyalists
17110,156,2,336.6,9.097297297297295,89,2,3,2,232,7,Potential Loyalists
17111,61,1,227.97,11.99842105263158,1,3,2,1,321,6,Lost Customers
17112,138,1,197.57,4.203617021276596,1,2,2,1,221,5,Lost Customers
17113,210,6,2305.59,14.5923417721519,123,1,5,5,155,11,Loyal Customers
17115,184,4,1923.99,23.752962962962965,185,1,4,4,144,9,At Risk
17116,284,1,389.78,8.293191489361702,1,1,2,2,122,5,Lost Customers
17121,38,1,314.74,26.22833333333333,1,3,2,2,322,7,Potential Loyalists
17122,24,3,432.18,18.790434782608692,111,4,4,2,442,10,Loyal Customers
17123,75,2,631.87,18.584411764705884,133,2,3,3,233,8,Potential Loyalists
17126,17,4,1026.98,5.213096446700508,83,4,4,4,444,12,Loyal Customers
17127,64,5,1155.0300000000002,31.217027027027036,306,3,4,4,344,11,Loyal Customers
17129,156,1,31.85,15.925,1,2,2,1,221,5,Lost Customers
17132,88,2,1220.91,17.19591549295775,36,2,3,4,234,9,Potential Loyalists
17133,110,5,9730.09,335.5203448275862,154,2,4,5,245,11,Loyal Customers
17134,78,1,212.1,16.315384615384616,1,2,2,1,221,5,Lost Customers
17135,7,4,798.03,7.9803,207,5,4,3,543,12,Loyal Customers
17136,298,1,231.68,16.548571428571428,1,1,2,1,121,4,Lost Customers
17137,52,6,1099.81,6.585688622754491,261,3,5,4,354,12,Loyal Customers
17138,25,6,4036.77,17.399870689655174,283,4,5,5,455,14,Champions
17139,25,13,8915.99,26.936525679758308,308,4,5,5,455,14,Champions
17141,54,4,727.58,4.491234567901235,266,3,4,3,343,10,Loyal Customers
17142,40,3,696.25,9.408783783783784,279,3,4,3,343,10,Loyal Customers
17143,53,2,880.97,7.865803571428572,98,3,3,3,333,9,Potential Loyalists
17145,148,4,3120.91,17.33838888888889,145,2,4,5,245,11,Loyal Customers
17146,71,10,5102.86,19.18368421052632,240,2,5,5,255,12,Loyal Customers
17147,88,5,1485.36,27.006545454545453,245,2,4,4,244,10,Loyal Customers
17149,87,1,143.10000000000002,23.850000000000005,1,2,2,1,221,5,Lost Customers
17150,12,6,1357.95,14.760326086956525,357,5,5,4,554,14,Champions
17151,371,1,231.90000000000003,57.97500000000001,1,1,2,1,121,4,Lost Customers
17152,61,1,327.0,163.5,1,3,2,2,322,7,Potential Loyalists
17155,163,5,640.76,12.089811320754716,208,2,4,3,243,9,At Risk
17156,127,1,591.87,15.176153846153849,1,2,2,3,223,7,Potential Loyalists
17157,116,17,4832.900000000001,37.75703125,255,2,5,5,255,12,Loyal Customers
17158,183,2,713.03,15.500652173913045,94,1,3,3,133,7,Potential Loyalists
17159,113,2,560.71,19.3348275862069,167,2,3,3,233,8,Potential Loyalists
17160,10,11,6691.13,15.855758293838862,361,5,5,5,555,15,Champions
17161,80,1,856.01,16.46173076923077,1,2,2,3,223,7,Potential Loyalists
17163,81,2,406.68,16.2672,229,2,3,2,232,7,Potential Loyalists
17165,17,5,1635.64,18.17377777777778,347,4,4,4,444,12,Loyal Customers
17167,15,3,867.11,10.97607594936709,65,4,4,3,443,11,Loyal Customers
17168,134,1,400.2,19.057142857142857,1,2,2,2,222,6,Lost Customers
17169,214,1,320.95,15.283333333333331,1,1,2,2,122,5,Lost Customers
17170,10,2,178.68,17.868000000000002,14,5,3,1,531,9,Potential Loyalists
17171,297,1,159.68,17.742222222222225,1,1,2,1,121,4,Lost Customers
17172,66,2,638.81,26.61708333333333,296,3,3,3,333,9,Potential Loyalists
17176,162,2,596.1899999999999,22.08111111111111,150,2,3,3,233,8,Potential Loyalists
17177,141,1,119.5,4.120689655172414,1,2,2,1,221,5,Lost Customers
17178,367,1,432.96,13.966451612903226,1,1,2,2,122,5,Lost Customers
17179,18,3,795.47,10.198333333333334,180,4,4,3,443,11,Loyal Customers
17180,58,7,1452.8,5.282909090909091,264,3,5,4,354,12,Loyal Customers
17181,9,2,225.45,32.20714285714286,222,5,3,1,531,9,Potential Loyalists
17182,58,2,321.3,53.55,295,3,3,2,332,8,Potential Loyalists
17184,205,2,198.41000000000005,14.17214285714286,161,1,3,1,131,5,Lost Customers
17185,227,3,229.46,5.215,6,1,4,1,141,6,At Risk
17187,162,1,263.76,20.28923076923077,1,2,2,2,222,6,Lost Customers
17188,82,6,2118.7000000000003,24.076136363636365,284,2,5,4,254,11,Loyal Customers
17189,196,3,569.88,9.498,176,1,4,3,143,8,At Risk
17190,39,5,1281.83,7.496081871345029,241,3,4,4,344,11,Loyal Customers
17191,4,11,2726.77,8.188498498498499,369,5,5,5,555,15,Champions
17192,172,1,75.28,3.764,1,2,2,1,221,5,Lost Customers
17193,22,2,610.74,50.895,351,4,3,3,433,10,Loyal Customers
17194,166,1,549.88,17.18375,1,2,2,3,223,7,Potential Loyalists
17195,291,1,562.98,18.16064516129032,1,1,2,3,123,6,Lost Customers
17196,63,1,327.75,3.524193548387097,1,3,2,2,322,7,Potential Loyalists
17198,1,2,521.66,6.774805194805195,5,5,3,3,533,11,Loyal Customers
17199,218,1,135.04000000000002,16.880000000000003,1,1,2,1,121,4,Lost Customers
17200,23,4,356.71,14.2684,264,4,4,2,442,10,Loyal Customers
17201,159,3,853.32,6.415939849624061,143,2,4,3,243,9,At Risk
17202,56,1,160.65,20.08125,1,3,2,1,321,6,Lost Customers
17203,24,4,2004.01,17.734601769911503,1,4,4,4,444,12,Loyal Customers
17204,10,5,3940.13,32.83441666666667,173,5,4,5,545,14,Champions
17205,52,2,615.27,27.96681818181818,148,3,3,3,333,9,Potential Loyalists
17207,288,1,292.62,4.877,1,1,2,2,122,5,Lost Customers
17208,31,1,111.15,4.832608695652175,1,4,2,1,421,7,New Customers
17209,285,3,595.7,15.676315789473684,87,1,4,3,143,8,At Risk
17210,28,1,251.72,4.749433962264151,1,4,2,2,422,8,New Customers
17211,5,6,1729.43,10.418253012048194,356,5,5,4,554,14,Champions
17212,94,2,567.56,22.7024,28,2,3,3,233,8,Potential Loyalists
17213,2,7,2401.07,19.363467741935484,358,5,5,5,555,15,Champions
17215,100,1,186.15,16.922727272727272,1,2,2,1,221,5,Lost Customers
17216,190,1,63.6,4.892307692307693,1,1,2,1,121,4,Lost Customers
17217,255,1,96.6,5.366666666666666,1,1,2,1,121,4,Lost Customers
17218,4,9,2226.96,8.943614457831325,314,5,5,5,555,15,Champions
17219,52,1,144.9,5.796,1,3,2,1,321,6,Lost Customers
17220,53,7,1269.76,6.193951219512195,270,3,5,4,354,12,Loyal Customers
17221,227,3,642.14,10.357096774193549,15,1,4,3,143,8,At Risk
17222,113,5,1250.86,14.716,220,2,4,4,244,10,Loyal Customers
17223,4,2,433.99,8.509607843137255,6,5,3,2,532,10,Loyal Customers
17224,137,1,100.86,12.607500000000002,1,2,2,1,221,5,Lost Customers
17225,217,1,131.15,26.23,1,1,2,1,121,4,Lost Customers
17226,80,2,501.98,13.21,220,2,3,3,233,8,Potential Loyalists
17227,4,7,1081.86,14.050129870129872,324,5,5,4,554,14,Champions
17228,3,7,1269.89,8.52275167785235,269,5,5,4,554,14,Champions
17230,199,10,5750.08,38.85189189189189,167,1,5,5,155,11,Loyal Customers
17231,25,15,3940.08,5.880716417910448,342,4,5,5,455,14,Champions
17233,84,2,369.98,11.211515151515153,276,2,3,2,232,7,Potential Loyalists
17235,8,7,1354.82,19.35457142857143,180,5,5,4,554,14,Champions
17236,46,6,1013.13,19.11566037735849,231,3,5,4,354,12,Loyal Customers
17237,11,2,679.44,11.324000000000002,6,5,3,3,533,11,Loyal Customers
17238,7,17,3982.66,6.184254658385093,367,5,5,5,555,15,Champions
17239,23,3,806.95,47.46764705882353,139,4,4,3,443,11,Loyal Customers
17240,232,1,130.60000000000002,18.657142857142865,1,1,2,1,121,4,Lost Customers
17241,21,12,2736.64,16.097882352941177,276,4,5,5,455,14,Champions
17242,92,3,1754.24,39.86909090909091,228,2,4,4,244,10,Loyal Customers
17243,5,44,11920.43,17.10248206599713,368,5,5,5,555,15,Champions
17244,19,4,871.14,9.78808988764045,350,4,4,3,443,11,Loyal Customers
17245,325,1,200.18,12.51125,1,1,2,1,121,4,Lost Customers
17246,182,2,38.92,6.486666666666667,191,1,3,1,131,5,Lost Customers
17248,117,1,181.89,5.196857142857144,1,2,2,1,221,5,Lost Customers
17249,64,1,68.03,2.51962962962963,1,3,2,1,321,6,Lost Customers
17251,18,2,529.15,12.90609756097561,342,4,3,3,433,10,Loyal Customers
17254,37,1,198.29,5.508055555555555,1,3,2,1,321,6,Lost Customers
17255,26,2,490.22,4.539074074074073,55,4,3,2,432,9,Potential Loyalists
17256,117,3,258.93,17.262,118,2,4,2,242,8,At Risk
17257,72,2,189.78,13.555714285714286,1,2,3,1,231,6,Lost Customers
17258,32,2,417.3,7.587272727272728,268,4,3,2,432,9,Potential Loyalists
17259,4,5,1239.11,6.321989795918367,286,5,4,4,544,13,Champions
17260,47,1,120.95,20.15833333333333,1,3,2,1,321,6,Lost Customers
17261,145,1,221.59,5.153255813953488,1,2,2,1,221,5,Lost Customers
17262,2,7,1504.26,167.14,358,5,5,4,554,14,Champions
17264,60,1,268.28,3.625405405405405,1,3,2,2,322,7,Potential Loyalists
17266,135,2,205.14,4.459565217391304,141,2,3,1,231,6,Lost Customers
17268,81,7,970.25,40.427083333333336,286,2,5,3,253,10,Loyal Customers
17269,21,1,491.81,3.93448,1,4,2,2,422,8,New Customers
17270,105,2,601.45,12.530208333333334,262,2,3,3,233,8,Potential Loyalists
17271,372,1,204.3,4.2562500000000005,1,1,2,1,121,4,Lost Customers
17273,60,1,141.12,11.76,1,3,2,1,321,6,Lost Customers
17274,31,1,465.4,8.95,1,4,2,2,422,8,New Customers
17275,19,1,114.1,4.960869565217391,1,4,2,1,421,7,New Customers
17276,38,1,502.49,9.480943396226415,1,3,2,3,323,8,Potential Loyalists
17278,201,1,25.2,12.6,1,1,2,1,121,4,Lost Customers
17280,74,1,118.86,19.81,1,2,2,1,221,5,Lost Customers
17281,10,6,797.85,132.975,299,5,5,3,553,13,Champions
17282,92,2,623.08,5.41808695652174,92,2,3,3,233,8,Potential Loyalists
17283,14,1,188.46,12.564,1,5,2,1,521,8,New Customers
17284,25,2,1140.58,13.90951219512195,56,4,3,4,434,11,Loyal Customers
17285,264,2,407.94,9.271363636363636,34,1,3,2,132,6,Lost Customers
17286,36,2,237.81,5.169782608695653,1,3,3,1,331,7,Potential Loyalists
17287,3,16,3000.5,8.265840220385675,368,5,5,5,555,15,Champions
17288,26,4,1050.8,7.1,3,4,4,4,444,12,Loyal Customers
17289,12,6,1110.78,6.8566666666666665,265,5,5,4,554,14,Champions
17290,17,6,974.95,9.7495,344,4,5,3,453,12,Loyal Customers
17292,108,2,271.75,18.116666666666667,107,2,3,2,232,7,Potential Loyalists
17293,30,8,1896.57,17.3997247706422,342,4,5,4,454,13,Champions
17294,305,2,467.79,27.51705882352941,1,1,3,2,132,6,Lost Customers
17296,366,1,338.13,10.246363636363636,1,1,2,2,122,5,Lost Customers
17298,10,3,455.84,11.688205128205128,267,5,4,2,542,11,Loyal Customers
17299,75,2,336.62,5.803793103448276,41,2,3,2,232,7,Potential Loyalists
17300,26,2,393.64,8.946363636363635,90,4,3,2,432,9,Potential Loyalists
17301,260,1,131.15,2.428703703703704,1,1,2,1,121,4,Lost Customers
17304,170,1,111.5,22.3,1,2,2,1,221,5,Lost Customers
17305,284,1,2135.46,237.2733333333333,1,1,2,4,124,7,Potential Loyalists
17306,29,2,1151.04,191.84,10,4,3,4,434,11,Loyal Customers
17307,31,11,3999.89,83.33104166666668,293,4,5,5,455,14,Champions
17308,29,2,4511.76,644.5371428571428,59,4,3,5,435,12,Loyal Customers
17309,17,2,237.64,9.901666666666667,291,4,3,1,431,8,Potential Loyalists
17310,23,2,1025.1,512.55,147,4,3,4,434,11,Loyal Customers
17311,28,4,2181.71,30.30152777777778,282,4,4,5,445,13,Champions
17314,29,9,2376.51,19.01208,343,4,5,5,455,14,Champions
17315,11,5,3318.35,12.023007246376812,63,5,4,5,545,14,Champions
17316,56,1,124.45,3.5557142857142856,1,3,2,1,321,6,Lost Customers
17318,361,1,157.32999999999998,9.25470588235294,1,1,2,1,121,4,Lost Customers
17319,305,1,29.1,9.7,1,1,2,1,121,4,Lost Customers
17320,4,4,1695.15,16.783663366336633,318,5,4,4,544,13,Champions
17321,30,4,1008.05,5.860755813953488,183,4,4,4,444,12,Loyal Customers
17322,12,5,922.59,5.2123728813559325,360,5,4,3,543,12,Loyal Customers
17323,43,5,644.52,4.739117647058824,291,3,4,3,343,10,Loyal Customers
17324,2,9,1311.64,12.85921568627451,354,5,5,4,554,14,Champions
17325,46,2,512.77,15.538484848484847,230,3,3,3,333,9,Potential Loyalists
17326,44,2,312.35,3.631976744186047,121,3,3,2,332,8,Potential Loyalists
